Index,Location,Section,Check,Name,Item_Required
546,Global,NULL,Rank_Point91_check,Rank 91,NULL
547,Global,NULL,Rank_Point92_check,Rank 92,NULL
548,Global,NULL,Rank_Point93_check,Rank 93,NULL
549,Global,NULL,Rank_Point94_check,Rank 94,NULL
550,Global,NULL,Rank_Point95_check,Rank 95,NULL
551,Global,NULL,Rank_Point96_check,Rank 96,NULL
552,Global,NULL,Rank_Point97_check,Rank 97,NULL
553,Global,NULL,Rank_Point98_check,Rank 98,NULL
554,Global,NULL,Rank_Point99_check,Rank 99,NULL
555,Global,NULL,Rank_Point100_check,Rank 100,NULL
556,Global,NULL,Rank_Point101_check,Rank 101,NULL
557,Global,NULL,Rank_Point102_check,Rank 102,NULL
558,Global,NULL,Loboto_StoryComplete_check,Loboto's Labrynth Complete,Loboto_Access
559,Global,NULL,HC_StoryComplete_check,Hollis' Classroom Complete,HC_Access
560,Global,NULL,HH_StoryComplete_check,Hollis' Hot Streak Complete,HH_Access
561,Global,NULL,Compton_StoryComplete_check,Compton's Cookoff Complete,Compton_Access
562,Global,NULL,PsiKing_StoryComplete_check,Psi King's Sensorium Complete,PsiKing_Access
563,Global,NULL,Ford_StoryComplete_check,Ford's Follicles Complete,Ford_Access
564,Global,NULL,StrikeCity_StoryComplete_check,Strike City Complete,StrikeCity_Access
565,Global,NULL,Cruller_StoryComplete_check,Cruller's Correspondence Complete,Cruller_Access
566,Global,NULL,Tomb_StoryComplete_check,Tomb of the Sharkophagus Complete,Tomb_Access
567,Global,NULL,Bob_StoryComplete_check,Bob's Bottles Complete,Bob_Access
568,Global,NULL,Cassie_StoryComplete_check,Cassie's Collection Complete,Cassie_Access
569,Global,NULL,Lucy_StoryComplete_check,Lucrecia's Lament Complete,Lucy_Access
570,Global,NULL,Nick_StoryComplete_check,Fatherland Follies Complete,Nick_Access
571,Green Needle Gulch,NULL,Maligula_check,Interact with Astralathe for Maligula fight,GNG_Access
572,Global,NULL,Melee_check,Melee - Base Power,NULL
573,Global,NULL,Melee_Upgrade1_check,Melee - Dodge Attack,NULL
574,Global,NULL,Melee_Upgrade2_check,Melee - Slap Happy,NULL
575,Global,NULL,Melee_Upgrade3_check,Melee - Shockwave,NULL
576,Global,NULL,Telekinesis_check,Telekinesis - Base Power,NULL
577,Global,NULL,Telekinesis_Upgrade1_check,Telekinesis - Extra Mustard,Telekinesis
578,Global,NULL,Telekinesis_Upgrade2_check,Telekinesis - Sleight of Hand,Telekinesis
579,Global,NULL,Telekinesis_Upgrade3_check,Telekinesis - Swift Lift,Telekinesis
580,Global,NULL,PsiBlast_check,Psi Blast - Base Power,NULL
581,Global,NULL,PsiBlast_Upgrade1_check,Psi Blast - Overcharge,PsiBlast
582,Global,NULL,PsiBlast_Upgrade2_check,Psi Blast - Mind Mag,PsiBlast
583,Global,NULL,PsiBlast_Upgrade3_check,Psi Blast - Chain Brain,PsiBlast
584,Global,NULL,Pyrokinesis_check,Pyrokinesis - Base Power,NULL
585,Global,NULL,Pyrokinesis_Upgrade1_check,Pyrokinesis - Bonfire,Pyrokinesis
586,Global,NULL,Pyrokinesis_Upgrade2_check,Pyrokinesis - Slow Cooker,Pyrokinesis
587,Global,NULL,Pyrokinesis_Upgrade3_check,Pyrokinesis - Tres Bon Fire,Pyrokinesis
588,Global,NULL,Levitation_check,Levitation - Base Power,NULL
589,Global,NULL,Levitation_Upgrade1_check,Levitation - Wrecking Ball,Levitation
590,Global,NULL,Levitation_Upgrade2_check,Levitation - Pouncy Ball,Levitation
591,Global,NULL,Levitation_Upgrade3_check,Levitation - Levastation!,Levitation
592,Global,NULL,Clairvoyance_check,Clairvoyance - Base Power,NULL
593,Global,NULL,Clairvoyance_Upgrade1_check,Clairvoyance - Lasting Gaze,Clairvoyance
594,Global,NULL,Clairvoyance_Upgrade2_check,Clairvoyance - Mental Block,Clairvoyance
595,Global,NULL,Clairvoyance_Upgrade3_check,Clairvoyance - Rank 102: Limitless,Clairvoyance
596,Global,NULL,MentalConnection_check,Mental Connection - Base Power,NULL
597,Global,NULL,MentalConnection_Upgrade1_check,Mental Connection - Sucker Punch,MentalConnection
598,Global,NULL,MentalConnection_Upgrade2_check,Mental Connection - Think Fast,MentalConnection
599,Global,NULL,MentalConnection_Upgrade3_check,Mental Connection - Rank 30: Dark Thoughts,MentalConnection
600,Global,NULL,TimeBubble_check,Time Bubble - Base Power,NULL
601,Global,NULL,TimeBubble_Upgrade1_check,Time Bubble - Quick Time,TimeBubble
602,Global,NULL,TimeBubble_Upgrade2_check,Time Bubble - Rank 30: Time Zone,TimeBubble
603,Global,NULL,TimeBubble_Upgrade3_check,Time Bubble - Rank 50: Overstay,TimeBubble
604,Global,NULL,Projection_check,Projection - Base Power,NULL
605,Global,NULL,Projection_Upgrade1_check,Projection - Medi-Pal,Projection
606,Global,NULL,Projection_Upgrade2_check,Projection - Two-Ply,Projection
607,Global,NULL,Projection_Upgrade3_check,Projection - Paper Cuts,Projection
